nhom,nut_can_hoc,ten_can_hoc,tien_quyet,ten_tien_quyet,refd,chi_phi,ly_do,xuyen_bai,DUYET,GHI_CHU
CAN_DUYET,B2.BT.PHAN_CONG,Bài toán phân công,B2.KN.THUAT_GIAI,Thuật giải,0.7,2,Bài toán phân công cần hiểu khái niệm thuật giải,False,OK,
CAN_DUYET,B3.KN.TIMKIEMCHIEUSAU,Tìm kiếm theo chiều sâu,B3.KN.THUAT_TOAN,Thuật toán,0.7,1,DFS là một thuật toán tìm kiếm cụ thể.,False,OK,
CAN_DUYET,B3.VD.BAI_TOAN_NGUOI_VA_QUY,Ví dụ bài toán người và quỷ,B3.KN.MO_HINH_VAN_DE,Mô hình vấn đề,0.7,2,Bài toán người và quỷ là ví dụ về mô hình hóa vấn đề.,False,OK,
CAN_DUYET,B3.KN.TIMKIEMCHIEURONG,Tìm kiếm theo chiều rộng,B3.KN.THUAT_TOAN,Thuật toán,0.7,1,BFS là một thuật toán tìm kiếm cụ thể.,False,OK,
CAN_DUYET,B3.VI_DU.TRAM_CAP_NUOC,Ví dụ trạm cấp nước,B3.KN.DO_THI,Đồ thị,0.7,2,Ví dụ trạm cấp nước dùng đồ thị biểu diễn mạng lưới.,False,OK,
CAN_DUYET,B3.KN.MO_HINH_VAN_DE,Mô hình vấn đề,B3.KN.KHONG_GIAN_TRANG_THAI_2,Không gian trạng thái,0.7,2,Mô hình vấn đề thường dùng không gian trạng thái.,False,OK,
CAN_DUYET,B3.KN.TKSAUDAN,Tìm kiếm sâu dần,B3.KN.TIMKIEMCHIEURONG,Tìm kiếm theo chiều rộng,0.7,2,Sâu dần kết hợp ưu điểm của BFS và DFS.,False,OK,
CAN_DUYET,B3.KN.THUAT_TOAN,Thuật toán,B3.KN.VAN_DE,Vấn đề,0.7,1,"Thuật toán giải quyết vấn đề, cần hiểu vấn đề trước.",False,OK,
CAN_DUYET,B3.KN.THUAT_TOAN,Thuật toán,B3.KN.MO_HINH_VAN_DE,Mô hình vấn đề,0.7,2,Thuật toán thao tác trên mô hình vấn đề.,False,OK,
CAN_DUYET,B3.KN.KHONG_GIAN_TRANG_THAI_2,Không gian trạng thái,B3.KN.MO_HINH_VAN_DE,Mô hình vấn đề,0.7,2,Không gian trạng thái là mô hình hình thức của vấn đề.,False,OK,
CAN_DUYET,B3.PP.MO_RONG_CAY_TIM_KIEM,Mở rộng cây tìm kiếm,B3.KN.THUAT_TOAN,Thuật toán,0.7,1,Là phương pháp mở rộng trong thuật toán tìm kiếm.,False,OK,
CAN_DUYET,B3.KN.TKTOTNHAT,Tìm kiếm tốt nhất,B3.KN.TIMKIEMCHIEUSAU,Tìm kiếm theo chiều sâu,0.7,2,Tìm kiếm tốt nhất cải tiến DFS bằng hàm đánh giá.,False,OK,
CAN_DUYET,B3.KN.TKTOTNHAT,Tìm kiếm tốt nhất,B3.KN.TIMKIEMCHIEURONG,Tìm kiếm theo chiều rộng,0.7,2,Tìm kiếm tốt nhất cải tiến BFS bằng hàm đánh giá.,False,OK,
CAN_DUYET,B3.VD.BAI_TOAN_GIAI_TAM_GIAC,Bài toán giải tam giác,B3.KN.BAI_TOAN_TIM_KIEM,Bài toán tìm kiếm,0.7,2,Giải tam giác là một bài toán tìm kiếm.,False,OK,
CAN_DUYET,B3.BT.CANO,Bài tập ca nô tiếp xăng,B3.KN.BAI_TOAN_TIM_KIEM,Bài toán tìm kiếm,0.7,2,Bài tập ca nô tiếp xăng là một bài toán tìm kiếm.,False,OK,
CAN_DUYET,B3.VI.TKTOTNHAT,Ví dụ minh họa tìm kiếm tốt nhất,B3.KN.CAY_TIM_KIEM,Cây tìm kiếm,0.7,2,Minh họa tìm kiếm trên cây tìm kiếm,False,OK,
CAN_DUYET,B3.TT.TINH_TONG_LE,Thuật toán tính tổng các số lẻ từ 1 đến n,B3.TC.TIEU_CHUAN_THUAT_TOAN,Tiêu chuẩn thuật toán,0.7,2,Cần biết tiêu chuẩn thuật toán để cài đặt đúng,False,OK,
CAN_DUYET,B3.KN.CHIEN_LUOC_TIM_KIEM,Các chiến lược tìm kiếm,B3.KN.TKTOTNHAT,Tìm kiếm tốt nhất,0.7,2,Tìm kiếm tốt nhất là một chiến lược tìm kiếm,False,OK,
CAN_DUYET,B3.KN.HANG_SO_HUONG,Hằng số hướng di chuyển,B3.KN.TOAN_TU_CHUYEN_TRANG_THAI,Toán tử chuyển trạng thái,0.7,2,Hướng di chuyển liên quan đến toán tử chuyển trạng thái,False,OK,
CAN_DUYET,B3.KN.DANH_SACH_LIST,Danh sách List lưu các đỉnh,B3.KN.THUAT_TOAN,Thuật toán,0.7,2,Danh sách List thường dùng trong cài đặt thuật toán,False,OK,
CAN_DUYET,B3.KN.DANHSAOOC,Hai danh sách O và C,B3.KN.TKTOTNHAT,Tìm kiếm tốt nhất,0.7,2,O và C phổ biến trong tìm kiếm tốt nhất,False,OK,
CAN_DUYET,B3.KN.TIM_KIEM_MU,Tìm kiếm mù,B3.KN.TIMKIEMCHIEUSAU,Tìm kiếm theo chiều sâu,0.7,2,Tìm kiếm mù bao gồm tìm kiếm theo chiều sâu,False,OK,
CAN_DUYET,B3.KN.TIM_KIEM_MU,Tìm kiếm mù,B3.KN.TIMKIEMCHIEURONG,Tìm kiếm theo chiều rộng,0.7,2,Tìm kiếm mù bao gồm tìm kiếm theo chiều rộng,False,OK,
CAN_DUYET,B3.KN.HAM_G,g(N) trong A*,B3.KN.DO_THI,Đồ thị,0.7,1,g(N) là chi phí đường đi trên đồ thị,False,OK,
CAN_DUYET,B5.KN.MATHWAY,Mathway,B5.KN.HE_CO_SO_TRI_THUC,Hệ cơ sở tri thức,0.7,4,Mathway là ứng dụng của hệ cơ sở tri thức trong giải toán,False,OK,
CAN_DUYET,B6A.NL.BIEU_DIEN_TRI_THUC,Vấn đề biểu diễn tri thức,B6A.KN.LOGIC_MENH_DE_3,Logic mệnh đề,0.7,3,Logic mệnh đề là một phương pháp biểu diễn tri thức cơ bản,False,OK,
CAN_DUYET,B6A.KN.VI_TU_2,Vị từ,B6A.KN.HAM_VI_TU,Hàm vị từ,0.7,2,"Hàm vị từ là dạng đặc biệt, hỗ trợ hiểu vị từ",False,OK,
CAN_DUYET,B6A.NL.DANG_SUY_RA,Dạng suy ra trong tương đương logic,B6A.KN.CAC_TUONG_DUONG,Các tương đương logic,0.7,2,Dạng suy ra liên quan đến tương đương logic,False,OK,
TU_DONG,B3.KN.HAM_H,Hàm h(N),B2.KN.HAM_HEURISTIC,Hàm Heuristic,1.0,1,Hàm h là hàm heuristic,True,OK,
TU_DONG,B3.KN.HAM_UE_LUONG_H,Hàm ước lượng h(S),B2.KN.HAM_HEURISTIC,Hàm Heuristic,0.95,2,Hàm ước lượng h(S) là dạng cụ thể của hàm heuristic.,True,OK,
TU_DONG,B4.KN.HAM_DANH_GIA_HEURISTIC,Hàm đánh giá heuristic,B2.KN.HAM_HEURISTIC,Hàm Heuristic,0.95,2,Hàm heuristic là nền tảng lý thuyết cho hàm đánh giá heuristic.,True,OK,
TU_DONG,B6A.KN.TRI_THUC,Khái niệm tri thức,B1.KN.AI,Trí tuệ nhân tạo (AI),0.95,1,Tri thức là khái niệm nền tảng trong AI,True,OK,
TU_DONG,B3.TT.A_STAR_2,Thuật toán A*,B2.KN.HAM_HEURISTIC,Hàm Heuristic,0.95,2,Thuật toán A* dùng hàm heuristic làm thành phần,True,OK,
TU_DONG,B6A.NL.BIEU_DIEN_TRI_THUC,Vấn đề biểu diễn tri thức,B5.KN.HE_CO_SO_TRI_THUC,Hệ cơ sở tri thức,0.95,3,Hệ CSTT cần phương pháp biểu diễn tri thức để lưu trữ và xử lý,True,OK,
TU_DONG,B3.KN.TIMKIEMCHIEURONG,Tìm kiếm theo chiều rộng,B2.KN.THUAT_GIAI,Thuật giải,0.9,2,Tìm kiếm chiều rộng là một thuật giải,True,OK,
TU_DONG,B3.KN.TIMKIEMCHIEUSAU,Tìm kiếm theo chiều sâu,B2.KN.THUAT_GIAI,Thuật giải,0.9,2,Tìm kiếm chiều sâu là một thuật giải,True,OK,
TU_DONG,B3.KN.TKTOTNHAT,Tìm kiếm tốt nhất,B2.KN.HAM_HEURISTIC,Hàm Heuristic,0.9,2,Tìm kiếm tốt nhất dùng hàm heuristic để đánh giá,True,OK,
TU_DONG,B3.TT.CAY_KHUNG_NHO_NHAT,Thuật toán cây khung nhỏ nhất,B2.NL.THAM_LAM_2,Nguyên lý tham lam,0.9,2,Cây khung nhỏ nhất dùng nguyên lý tham lam,True,OK,
TU_DONG,B3.NL.HAM_DANH_GIA,Hàm đánh giá f=g+h,B2.KN.HAM_HEURISTIC,Hàm Heuristic,0.9,2,Hàm đánh giá f=g+h dùng heuristic,True,OK,
TU_DONG,B3.NL.HAM_H_8_SO,Hàm h cho bài toán 8 số,B2.KN.HAM_HEURISTIC,Hàm Heuristic,0.9,1,Hàm h cho 8 số là một heuristic cụ thể,True,OK,
TU_DONG,B3.KN.THUAT_TOAN,Thuật toán,B2.KN.THUAT_GIAI,Thuật giải,0.9,1,Thuật toán là khái niệm cơ bản của thuật giải,True,OK,
TU_DONG,B4.KN.CAYTROCHOI,Cây trò chơi,B3.KN.CAY_TIM_KIEM,Cây tìm kiếm,0.9,2,Cây trò chơi là dạng đặc biệt của cây tìm kiếm,True,OK,
TU_DONG,B6A.KN.MANG_NGU_NGHIA,Mạng ngữ nghĩa,B5.KN.PHUONG_PHAP_BDTT,Các phương pháp biểu diễn tri thức,0.85,2,Mạng ngữ nghĩa là một phương pháp biểu diễn tri thức,True,OK,
TU_DONG,B4.KN.CAYTROCHOI,Cây trò chơi,B3.KN.DO_THI_TRANG_THAI,Đồ thị trạng thái,0.85,2,Cây trò chơi biểu diễn không gian trạng thái trò chơi,True,OK,
TU_DONG,B4.PP.LUONG_GIA_TINH,Lượng giá tĩnh,B2.KN.HAM_HEURISTIC,Hàm Heuristic,0.85,3,Lượng giá tĩnh dùng hàm heuristic để đánh giá thế cờ,True,OK,
TU_DONG,B4.KN.MINIMAX_2,Giải thuật Minimax,B3.KN.BAI_TOAN_TIM_KIEM,Bài toán tìm kiếm,0.85,3,Minimax là dạng bài toán tìm kiếm đối kháng,True,OK,
TU_DONG,B5.KN.HE_CO_SO_TRI_THUC,Hệ cơ sở tri thức,B1.KN.HE_CHUYEN_GIA,Hệ chuyên gia,0.85,2,Hệ chuyên gia là dạng hệ cơ sở tri thức đầu tiên,True,OK,
TU_DONG,B6A.KN.TRI_THUC,Khái niệm tri thức,B5.KN.TRI_THUC_THANH_PHAN,Các thành phần tri thức,0.85,2,Khái niệm tri thức cần hiểu các thành phần của tri thức,True,OK,
TU_DONG,B3.NL.HAM_DANH_GIA,Hàm đánh giá f=g+h,B3.KN.HAM_G,g(N) trong A*,1.0,1,f=g+h cần hiểu g trước,False,OK,
TU_DONG,B3.NL.HAM_DANH_GIA,Hàm đánh giá f=g+h,B3.KN.HAM_H,Hàm h(N),1.0,1,f=g+h cần hiểu h trước,False,OK,
TU_DONG,B3.VD.BAI_TOAN_8_SO_A_STAR,Ví dụ A* với bài toán 8 số,B3.TT.A_STAR_2,Thuật toán A*,1.0,3,Ví dụ A* cần hiểu thuật toán A*,False,OK,
TU_DONG,B3.VD.BAI_TOAN_8_SO_A_STAR,Ví dụ A* với bài toán 8 số,B3.VD.BAI_TOAN_8_SO,Bài toán 8 số,1.0,2,Ví dụ A* cho bài toán 8 số cần hiểu bài toán 8 số,False,OK,
TU_DONG,B3.KN.BANGKE,Hàm bangke sinh bảng kề,B3.KN.DO_THI,Đồ thị,1.0,1,Bảng kề là biểu diễn đồ thị,False,OK,
TU_DONG,B3.KN.VONG,Vòng,B3.KN.DO_THI,Đồ thị,1.0,1,Vòng là khái niệm trong đồ thị,False,OK,
TU_DONG,B3.NL.HAM_H_8_SO,Hàm h cho bài toán 8 số,B3.KN.HAM_H,Hàm h(N),1.0,1,Hàm h cho 8 số là dạng cụ thể của hàm h,False,OK,
TU_DONG,B3.KN.HAMCOUNT,Hàm count (h),B3.KN.HAM_H,Hàm h(N),1.0,1,Hàm count là một hàm h,False,OK,
TU_DONG,B3.KN.PATH,Path,B3.KN.DO_THI,Đồ thị,1.0,1,Đường đi là khái niệm trong đồ thị,False,OK,
TU_DONG,B4.TT.ALPHA_BETA,Thuật toán Alpha-beta,B4.KN.MINIMAX_2,Giải thuật Minimax,0.98,3,"Alpha-beta là cải tiến của Minimax, tỉa các nhánh không cần thiết.",False,OK,
TU_DONG,B4.VD.MINIMAX_TIC_TAC_TOE,Ví dụ Minimax trong Tic-tac-toe,B4.KN.MINIMAX_2,Giải thuật Minimax,0.98,3,Ví dụ này minh họa thuật toán Minimax trên trò chơi Tic-tac-toe.,False,OK,
TU_DONG,B2.TT.NGUOI_DUA_THU,Thuật giải Heuristic bài toán người đưa thư,B2.KN.BAI_TOAN_NGUOI_DUA_THU,Bài toán người đưa thư,0.95,2,Cần biết bài toán người đưa thư trước khi học thuật giải,False,OK,
TU_DONG,B2.TT.TO_MAU_DO_THI,Thuật giải tô màu đồ thị,B2.BT.TO_MAU_DO_THI,Bài toán tô màu đồ thị,0.95,2,Cần biết bài toán tô màu đồ thị,False,OK,
TU_DONG,B3.KN.TOAN_TU_CHUYEN_TRANG_THAI,Toán tử chuyển trạng thái,B3.KN.BIEU_DIEN_TRANG_THAI,"Biểu diễn trạng thái (a, b, k)",0.95,3,Toán tử chuyển trạng thái cần biết cách biểu diễn trạng thái.,False,OK,
TU_DONG,B3.TT.DIJKSTRA,Thuật toán Dijkstra,B3.BT.BAI_TOAN_DUONG_DI_NGAN_NHAT,Bài toán tìm đường đi ngắn nhất,0.95,2,Dijkstra giải bài toán đường đi ngắn nhất.,False,OK,
TU_DONG,B3.KN.BAI_TOAN_TIM_KIEM,Bài toán tìm kiếm,B3.KN.KHONG_GIAN_TRANG_THAI_2,Không gian trạng thái,0.95,2,Bài toán tìm kiếm được định nghĩa trên không gian trạng thái.,False,OK,
TU_DONG,B3.VI.TKTOTNHAT,Ví dụ minh họa tìm kiếm tốt nhất,B3.KN.TKTOTNHAT,Tìm kiếm tốt nhất,0.95,1,Ví dụ minh họa cho khái niệm tìm kiếm tốt nhất,False,OK,
TU_DONG,B3.PP.CAIDATPUZZLEASTART,Cài đặt thuật toán A* cho bài toán Puzzle,B3.TT.A_STAR_2,Thuật toán A*,0.95,3,Cài đặt A* cần hiểu thuật toán A*,False,OK,
TU_DONG,B3.VI.TKSAU,Ví dụ minh họa tìm kiếm sâu dần,B3.KN.TKSAUDAN,Tìm kiếm sâu dần,0.95,1,Ví dụ minh họa cho tìm kiếm sâu dần,False,OK,
TU_DONG,B3.TT.A_STAR_2,Thuật toán A*,B3.NL.HAM_DANH_GIA,Hàm đánh giá f=g+h,0.95,2,Thuật toán A* dùng hàm đánh giá f=g+h,False,OK,
TU_DONG,B3.KN.DO_THI_CO_HUONG,Đồ thị có hướng,B3.KN.DO_THI,Đồ thị,0.95,1,Đồ thị có hướng là một loại đồ thị,False,OK,
TU_DONG,B3.KN.G_N,Hàm g(n),B3.KN.HAM_G,g(N) trong A*,0.95,1,Hàm g(n) là định nghĩa chi tiết của g trong A*.,False,OK,
TU_DONG,B4.KN.MINIMAX_2,Giải thuật Minimax,B4.KN.CAYTROCHOI,Cây trò chơi,0.95,2,Minimax duyệt cây trò chơi nên cần hiểu cấu trúc cây trò chơi trước.,False,OK,
TU_DONG,B4.KN.MINIMAX_2,Giải thuật Minimax,B4.KN.NGUOI_CHOI_MAX_MIN,Người chơi MAX và MIN,0.95,1,Minimax dựa trên hai người chơi MAX và MIN để định nghĩa nước đi tối ưu.,False,OK,
TU_DONG,B4.LOI.HAM_DANH_GIA_QUAN_TRONG,Tầm quan trọng của hàm đánh giá,B4.KN.HAM_DANH_GIA_HEURISTIC,Hàm đánh giá heuristic,0.95,2,Cần biết hàm đánh giá heuristic là gì để hiểu tầm quan trọng của nó.,False,OK,
TU_DONG,B4.TT.ALPHA_BETA,Thuật toán Alpha-beta,B4.KN.NUTMAXMIN,Nút MAX và nút MIN,0.95,1,Alpha-beta sử dụng các nút MAX và MIN trong quá trình duyệt cây.,False,OK,
TU_DONG,B4.TT.ALPHA_BETA,Thuật toán Alpha-beta,B4.KN.CAYTROCHOI,Cây trò chơi,0.95,2,Alpha-beta duyệt cây trò chơi nên cần hiểu cấu trúc cây trò chơi.,False,OK,
TU_DONG,B4.VI_DU.CAY_TRO_CHOI_CO_VUA,Ví dụ cây trò chơi cờ vua,B4.KN.CAYTROCHOI,Cây trò chơi,0.95,2,Ví dụ cây trò chơi cờ vua minh họa khái niệm cây trò chơi.,False,OK,
TU_DONG,B4.TC.DO_PHO_TAP_THOI_GIAN,Độ phức tạp thời gian của thuật toán Minimax,B4.KN.MINIMAX_2,Giải thuật Minimax,0.95,3,Độ phức tạp thời gian được phân tích cho thuật toán Minimax.,False,OK,
TU_DONG,B4.TC.DO_PHO_TAP_KHONG_GIAN,Độ phức tạp không gian của thuật toán Minimax,B4.KN.MINIMAX_2,Giải thuật Minimax,0.95,3,Độ phức tạp không gian được phân tích cho thuật toán Minimax.,False,OK,
TU_DONG,B4.LOI.KHONG_THUC_TE,Hạn chế của Minimax,B4.KN.MINIMAX_2,Giải thuật Minimax,0.95,3,Hạn chế của Minimax được hiểu sau khi nắm thuật toán Minimax.,False,OK,
TU_DONG,B4.KN.NUTMAXMIN,Nút MAX và nút MIN,B4.KN.NGUOI_CHOI_MAX_MIN,Người chơi MAX và MIN,0.95,1,Nút MAX và MIN là biểu diễn trên cây của người chơi MAX và MIN.,False,OK,
TU_DONG,B6A.PP.BIEU_DIEN_LOGIC_VI_TU,Các giai đoạn biểu diễn tri thức logic vị từ,B6A.KN.VI_TU_2,Vị từ,0.95,2,Cần hiểu khái niệm vị từ trước khi biểu diễn logic vị từ,False,OK,
TU_DONG,B6A.KN.MO_HINH_LOGIC_VI_TU,Mô hình tri thức logic vị từ,B6A.KN.LOGIC_MENH_DE_3,Logic mệnh đề,0.95,3,"Logic vị từ mở rộng logic mệnh đề, cần nắm mệnh đề trước",False,OK,
TU_DONG,B6A.KN.MO_HINH_LOGIC_VI_TU,Mô hình tri thức logic vị từ,B6A.KN.VI_TU_2,Vị từ,0.95,2,Vị từ là thành phần cốt lõi của logic vị từ,False,OK,
TU_DONG,B6A.KN.LOGIC_MENH_DE_3,Logic mệnh đề,B6A.KN.MENH_DE,Mệnh đề,0.95,1,Cần hiểu mệnh đề trước khi học logic mệnh đề,False,OK,
TU_DONG,B6A.TT.THUAT_GIAI_VUONG_HAO,Thuật giải Vương Hạo,B6A.KN.LOGIC_MENH_DE_3,Logic mệnh đề,0.95,3,Thuật giải Vương Hạo dùng để chứng minh trong logic mệnh đề,False,OK,
TU_DONG,B6A.TT.HOP_GIAI,Thuật giải Robinson (Thuật toán hợp giải),B6A.KN.MO_HINH_LOGIC_VI_TU,Mô hình tri thức logic vị từ,0.95,3,Hợp giải hoạt động trên logic vị từ,False,OK,
TU_DONG,B6A.TT.HOP_GIAI,Thuật giải Robinson (Thuật toán hợp giải),B6A.KN.DANG_CHUAN_CNF_DNF,Dạng chuẩn CNF và DNF,0.95,2,Hợp giải yêu cầu công thức ở dạng CNF,False,OK,
TU_DONG,B6A.KN.DANG_CHUAN_CNF_DNF,Dạng chuẩn CNF và DNF,B6A.KN.LOGIC_MENH_DE_3,Logic mệnh đề,0.95,2,Dạng chuẩn CNF/DNF được định nghĩa trong logic mệnh đề,False,OK,
TU_DONG,B6A.KN.CAC_TUONG_DUONG,Các tương đương logic,B6A.KN.MENH_DE,Mệnh đề,0.95,1,Tương đương logic được xây dựng trên mệnh đề,False,OK,
TU_DONG,B6A.KN.CAC_TUONG_DUONG,Các tương đương logic,B6A.NL.PHEP_TOAN_MENH_DE,Các phép toán mệnh đề,0.95,1,Cần hiểu phép toán mệnh đề để hiểu tương đương,False,OK,
TU_DONG,B6A.NL.DE_MORGAN,Dạng De Morgan,B6A.NL.PHEP_TOAN_MENH_DE,Các phép toán mệnh đề,0.95,1,De Morgan dựa trên phép toán mệnh đề,False,OK,
TU_DONG,B6A.NL.DE_MORGAN,Dạng De Morgan,B6A.KN.CAC_TUONG_DUONG,Các tương đương logic,0.95,1,De Morgan là một tương đương logic cụ thể,False,OK,
TU_DONG,B6A.NL.PHEP_TOAN_MENH_DE,Các phép toán mệnh đề,B6A.KN.BIEU_THUC_MENH_DE,Biểu thức mệnh đề,0.95,1,Các phép toán mệnh đề thao tác trên biểu thức mệnh đề,False,OK,
TU_DONG,B6A.KN.BIEU_THUC_MENH_DE,Biểu thức mệnh đề,B6A.KN.MENH_DE,Mệnh đề,0.95,1,Biểu thức mệnh đề được tạo từ các mệnh đề,False,OK,
TU_DONG,B6A.KN.MO_HINH_TRI_THUC_LOGIC_MENH_DE,Mô hình tri thức logic mệnh đề,B6A.KN.LOGIC_MENH_DE_3,Logic mệnh đề,0.95,2,Mô hình tri thức dựa trên logic mệnh đề,False,OK,
TU_DONG,B6A.KN.BANG_CHAN_TRI,Bảng chân trị,B6A.NL.PHEP_TOAN_MENH_DE,Các phép toán mệnh đề,0.95,1,Bảng chân trị dựa trên các phép toán mệnh đề,False,OK,
TU_DONG,B6A.KN.HE_LUAT_DAN,Hệ luật dẫn,B6A.NL.LUAT_SUY_DIEN,Luật suy diễn,0.95,2,Hệ luật dẫn sử dụng luật suy diễn,False,OK,
TU_DONG,B1.NL.DINH_NGHIA_AI,Các định nghĩa về AI,B1.KN.TURING_TEST,Turing Test,0.9,2,Turing Test là định nghĩa kinh điển về AI.,False,OK,
TU_DONG,B1.KN.INTERNET_VAN_VAT,Internet kết nối vạn vật,B1.KN.CONG_NGHIEP_4_0,Công nghiệp 4.0,0.9,2,IoT là thành phần cốt lõi của Công nghiệp 4.0.,False,OK,
TU_DONG,B1.KN.CONG_NGHIEP_4_0,Công nghiệp 4.0,B1.KN.AI,Trí tuệ nhân tạo (AI),0.9,2,AI là một trụ cột của Công nghiệp 4.0.,False,OK,
TU_DONG,B1.KN.CONG_NGHIEP_4_0,Công nghiệp 4.0,B1.KN.INTERNET_VAN_VAT,Internet kết nối vạn vật,0.9,2,IoT là yếu tố then chốt của Công nghiệp 4.0.,False,OK,
TU_DONG,B1.KN.LICH_SU_AI,Lịch sử của AI,B1.KN.AI,Trí tuệ nhân tạo (AI),0.9,2,Cần hiểu AI là gì trước khi học lịch sử AI.,False,OK,
TU_DONG,B1.VD.IN_3D,Máy in 3D,B1.KN.CONG_NGHIEP_4_0,Công nghiệp 4.0,0.9,2,Máy in 3D là công nghệ tiêu biểu của Công nghiệp 4.0.,False,OK,
TU_DONG,B1.KN.AI,Trí tuệ nhân tạo (AI),B1.NL.DINH_NGHIA_AI,Các định nghĩa về AI,0.9,2,Cần biết định nghĩa AI trước khi hiểu khái niệm AI.,False,OK,
TU_DONG,B1.VI_DU.XE_TU_LAI,Xe tự lái,B1.KN.AI,Trí tuệ nhân tạo (AI),0.9,1,"Xe tự lái là ứng dụng của AI, không hiểu AI thì không hiểu.",False,OK,
TU_DONG,B1.VI_DU.IBM_WATSON,IBM Watson for Oncology,B1.KN.AI,Trí tuệ nhân tạo (AI),0.9,1,"IBM Watson là hệ AI, cần hiểu AI trước.",False,OK,
TU_DONG,B1.KN.GIAI_DOAN_CO_DIEN,Giai đoạn cổ điển (1950–1965),B1.KN.LICH_SU_AI,Lịch sử của AI,0.9,2,Giai đoạn cổ điển là một phần của lịch sử AI.,False,OK,
TU_DONG,B1.KN.HUONG_PT_AI,Các hướng phát triển của Trí tuệ nhân tạo,B1.KN.AI,Trí tuệ nhân tạo (AI),0.9,1,Cần hiểu AI trước khi bàn hướng phát triển.,False,OK,
TU_DONG,B1.KN.LINH_VUC_UD,Các lĩnh vực ứng dụng của Trí tuệ nhân tạo,B1.KN.AI,Trí tuệ nhân tạo (AI),0.9,1,Các lĩnh vực ứng dụng AI cần hiểu AI trước.,False,OK,
TU_DONG,B1.KN.NEN_TANG_AI_2,Nền tảng của AI,B1.KN.AI,Trí tuệ nhân tạo (AI),0.9,1,Nền tảng của AI cần hiểu khái niệm AI.,False,OK,
TU_DONG,B1.KN.LINH_VUC_AI,Các lĩnh vực của AI,B1.KN.AI,Trí tuệ nhân tạo (AI),0.9,1,Các lĩnh vực của AI cần hiểu AI trước.,False,OK,
TU_DONG,B1.KN.UNG_DUNG_THUC_TE_AI,Ứng dụng thực tế của AI,B1.KN.AI,Trí tuệ nhân tạo (AI),0.9,1,Ứng dụng thực tế của AI cần hiểu AI trước.,False,OK,
TU_DONG,B2.TC.DAC_TINH_HEURISTIC,Đặc tính thuật giải heuristic,B2.KN.THUAT_GIAI_HEURISTIC_3,Thuật giải Heuristic,0.9,3,Phải hiểu thuật giải heuristic mới hiểu đặc tính của nó,False,OK,
TU_DONG,B2.NL.VET_CAN_THONG_MINH_2,Nguyên lý vét cạn thông minh,B2.KN.VET_CAN_THONG_MINH,Vét cạn thông minh,0.9,2,Là bản khái niệm cơ sở của nguyên lý vét cạn thông minh,False,OK,
TU_DONG,B2.KN.THUAT_GIAI_HEURISTIC_3,Thuật giải Heuristic,B2.KN.THUAT_GIAI,Thuật giải,0.9,2,Thuật giải heuristic là một loại thuật giải,False,OK,
TU_DONG,B2.PP.GIAI_PHAN_CONG,Thuật giải Heuristic cho bài toán phân công,B2.BT.PHAN_CONG,Bài toán phân công,0.9,2,Phải hiểu bài toán phân công trước khi giải heuristic,False,OK,
TU_DONG,B2.TC.DO_PHU_TAP_2,Độ phức tạp thuật giải,B2.KN.THUAT_GIAI,Thuật giải,0.9,2,Độ phức tạp là thuộc tính của thuật giải,False,OK,
TU_DONG,B2.BT.PHAN_CONG_CONG_VIEC,Bài toán phân công công việc,B2.BT.PHAN_CONG,Bài toán phân công,0.9,2,Phân công công việc là dạng cụ thể của bài toán phân công,False,OK,
TU_DONG,B2.TC.DO_PHUC_TAP_O_N2,Độ phức tạp O(n2) của thuật giải Heuristic,B2.TC.DO_PHU_TAP_2,Độ phức tạp thuật giải,0.9,2,O(n2) là một trường hợp của độ phức tạp thuật giải,False,OK,
TU_DONG,B2.BT.NGUOI_DUA_THU_HAI_CACH,Bài tập người đưa thư hai cách giải,B2.KN.BAI_TOAN_NGUOI_DUA_THU,Bài toán người đưa thư,0.9,2,Phải hiểu bài toán người đưa thư trước,False,OK,
TU_DONG,B2.TT.NGUOI_DUA_THU,Thuật giải Heuristic bài toán người đưa thư,B2.KN.HAM_HEURISTIC,Hàm Heuristic,0.9,2,Thuật giải heuristic cần hiểu hàm heuristic,False,OK,
TU_DONG,B2.VI_DU.CHIEU_DAI_DUONG_DI,Ví dụ chiều dài đường đi,B2.KN.BAI_TOAN_NGUOI_DUA_THU,Bài toán người đưa thư,0.9,2,Ví dụ minh họa cho bài toán người đưa thư,False,OK,
TU_DONG,B2.TT.THUAT_GIAI_TO_MAU,Thuật giải Heuristic cho bài toán tô màu,B2.KN.THUAT_GIAI_HEURISTIC_3,Thuật giải Heuristic,0.9,2,Thuật giải heuristic cho tô màu cần hiểu thuật giải heuristic,False,OK,
TU_DONG,B2.TT.THUAT_GIAI_TO_MAU,Thuật giải Heuristic cho bài toán tô màu,B2.BT.TO_MAU_DO_THI,Bài toán tô màu đồ thị,0.9,2,Cần biết bài toán tô màu đồ thị,False,OK,
TU_DONG,B2.VD.TO_MAU,Ví dụ tô màu đồ thị,B2.BT.TO_MAU_DO_THI,Bài toán tô màu đồ thị,0.9,2,Ví dụ minh họa cho bài toán tô màu đồ thị,False,OK,
